molecule_chembl_id,canonical_smiles,standard_value,bioactivityclass
CHEMBL4096103,Fc1ccc2sc3c(c2c1)CCN(Cc1ccncc1)C3,1000.0,active
CHEMBL4101951,Fc1ccc2sc3c(c2c1)CCN(Cc1cncnc1)C3,80.59,active
CHEMBL4083961,Cc1cncc(CN2CCc3c(sc4ccc(F)cc34)C2)c1,120.6,active
CHEMBL4063960,COc1cncc(CN2CCc3c(sc4ccc(F)cc34)C2)c1,33.9,active
CHEMBL4091726,Fc1cncc(CN2CCc3c(sc4ccc(F)cc34)C2)c1,56.5,active
CHEMBL4072550,CC(C)c1ccncc1CN1CCc2c(sc3ccc(F)cc23)C1,535.1,active
CHEMBL4099464,C=C(C)c1ccncc1CN1CCc2c(sc3ccc(F)cc23)C1,979.8,active
CHEMBL4083029,Fc1ccc2sc3c(c2c1)CCN(Cc1cnccc1C1CC1)C3,61.1,active
CHEMBL4061151,Fc1ccc2sc3c(c2c1)CCN(Cc1cnccc1-c1ccccc1)C3,1000.0,active
CHEMBL4059780,Cc1ccncc1CN1CCc2c(sc3ccc(F)cc23)C1,15.8,active
CHEMBL4077026,Fc1ccc2sc3c(c2c1)CCN(Cc1cnccc1Br)C3,75.8,active
CHEMBL4072728,O=C(c1cccnc1)N1CCc2c(sc3ccc(F)cc23)C1,1000.0,active
CHEMBL4074529,CC(=O)Nc1ccc2sc3c(c2c1)CCN(Cc1cccnc1)C3,1000.0,active
CHEMBL4078455,CC(C)(C)OC(=O)Nc1ccc2sc3c(c2c1)CCN(Cc1cccnc1)C3,1000.0,active
CHEMBL4102114,CNC(=O)c1ccc2sc3c(c2c1)CCN(Cc1cccnc1)C3,1000.0,active
CHEMBL4077854,N#Cc1ccc2sc3c(c2c1)CCN(Cc1cccnc1)C3,257.1,active
CHEMBL4064141,Oc1ccc2sc3c(c2c1)CCN(Cc1cccnc1)C3,20.9,active
CHEMBL4085705,CC1(C)OB(c2ccc3sc4c(c3c2)CCN(Cc2cccnc2)C4)OC1(C)C,115.0,active
CHEMBL4072156,Cc1ccc2sc3c(c2c1)CCN(Cc1cccnc1)C3,257.1,active
CHEMBL4099128,COc1ccc2sc3c(c2c1)CCN(Cc1cccnc1)C3,1000.0,active
CHEMBL4063548,Brc1ccc2sc3c(c2c1)CCN(Cc1cccnc1)C3,516.9,active
CHEMBL4091391,Clc1ccc2sc3c(c2c1)CCN(Cc1cccnc1)C3,448.6,active
CHEMBL4101612,Fc1ccc2sc3c(c2c1)CCN(Cc1cccnc1)C3,28.1,active
CHEMBL4083609,c1cncc(CN2CCc3c(sc4ccccc34)C2)c1,28.1,active
CHEMBL4093882,c1cncc(CN2CCc3c([nH]c4ccccc34)C2)c1,228.5,active
